Long,Lat,YR_File,File_Date,Case_Num,Loc_Addr,City,State,Zip,Dec_Date,Decision,Rec_Loc,Fil_Loc,Descript,addrtype,addrlocat
-118.28212567421856,34.03510690179151,2006,2006-05-25,ZA-2006-4581-CU,1026 W 22ND    ST,Los Angeles,CA,90007,2006-12-19,APPROVED,RECORDS CENTER,PIPER TECH 765703,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING 3-STORY APARTMENT BUILDING.,premise,ROOFTOP
-118.29041712429098,34.03358080822835,2005,2005-01-13,ZA-2005-236-CU,1350 W 25TH    ST,Los Angeles,CA,90732,2005-04-27,APPROVED,RECORDS CENTER,PIPER TECH 763737,"CU- TO CONSTRUCT, OPERATE AND MAINTAIN AN UNMANNED WIRELESS TELECOM FACILITY, COMPRISRD OF A 45 FOOT HIGH MONOPALM AND ONE 11 FOOT SHELTER.",street_address,RANGE_INTERPOLATED
-118.28605131201017,34.02812386862855,2005,2005-09-22,ZA-2005-6683-CU,1180 W 29TH    ST,Los Angeles,CA,90007,2006-08-10,APPROVED,RECORDS CENTER,PIPER TECH 764430,ROOF MOUNTED WIRELESS ANTENNA.,premise,ROOFTOP
-118.29075848409893,34.02714858051944,2000,2000-12-28,ENV-2000-5434-CE-CU,1246 W 30TH    ST,Los Angeles,CA,90007, , , , ,REQUEST TO INSTALL AND MAINTAIN AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING BUILDING.,premise,ROOFTOP
-118.29075848409893,34.02714858051944,2000,2001-08-17,ZA-2000-5432-CU,1246 W 30TH    ST,Los Angeles,CA,90007,2001-07-10,APPROVED,RECORDS CENTER,PIPER TECH 649425,REQUEST TO INSTALL AND MAINTAIN AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING BUILDING.,premise,ROOFTOP
-118.30007401359528,34.02460980089151,2005,2005-06-01,ZA-2005-3525-CU,1387 W 35TH    ST,Los Angeles,CA,90007,2005-09-21,APPROVED,RECORDS CENTER,PIPER TECH 764295,WIRELESS TELECOMMUNICATIONS FACILITY ON A MONOPOLE.,street_address,RANGE_INTERPOLATED
-118.30090944680948,34.06927676027805,2001,2002-04-17,ZA-2001-4067-CU,4005 W 3RD    ST,Los Angeles,CA,90004,2002-03-28,APPROVED,RECORDS CENTER,PIPER TECH 714781,REQUEST FOR THE APPROVAL FOR AN UNSTAFFED WIRELESS TELECOMMUNICATIONS FACILITY LOCATED ON AN EXISTING LUCY'S LAUNDRY MART BUILDING ROOFTOP.,street_address,ROOFTOP
-118.34487299681433,34.06855495187393,2001,2002-09-06,ZA-2001-1490-CU-PA1,5724 W 3RD    ST,Los Angeles,CA,90036,2002-08-20,APPROVED,RECORDS CENTER,PIPER TECH 711889,NEXTEL PROPOSES THE LOCATION OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACLITY.,premise,ROOFTOP
-118.34487299681433,34.06855495187393,2001,2004-01-13,ZA-2001-1490-CU-PA2,5724 W 3RD    ST,Los Angeles,CA,90036,2004-04-29,APPROVED,RECORDS CENTER,PIPER TECH 711889,FOR THE INSTALLATION AND USE OF AN EXISTING UNMANNED WIRELESS TELECOM FACILITY LOCATED ON TOP OF THE BUILDING BY VERIZON WIRELESS,premise,ROOFTOP
-118.34487299681433,34.06855495187393,2001,2004-02-23,ZA-2001-1490-CU-PA3,5724 W 3RD    ST,Los Angeles,CA,90036,2004-04-28,APPROVED,RECORDS CENTER,PIPER TECH 711889,"CONDITIONAL USE PERMIT TO CONSTRUCT, OPERATE AND MAINTAIN AN UNSTAFFED WIRELESS TELECOMMUNICATION FACILILTY",premise,ROOFTOP
-118.35035272004744,34.06998368007391,2007,2007-06-11,ZA-2007-2826-CU,5967 W 3RD    ST,Los Angeles,CA,90036,2007-10-31,APPROVED,RECORDS CENTER,PIPER TECH 787357,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF A COMMERCIAL BUILDING CONSISTING 12 ANTENNAE  AND ASSOCIATED SIX EQUIPMENT CABINETS,premise,ROOFTOP
-118.37399637832549,34.07333960831766,2001,2002-03-21,ZA-2001-3686-CU,8425 W 3RD    ST,Los Angeles,CA,90048,2002-03-05,WITHDRAWN,RECORDS CENTER,PIPER TECH 714770,TO PERMIT AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 3 SETS OF ANTENNAS (5 ANTENNAS EACH SECTOR) TO BE HOUSED BEHIND SCREENING ON THE ROOFTOP OF THE BUILDING AND EQUIPMENT TO BE LOCATED ON THE ROOF OF THE BUILDING NEAR AN EXISTING PEN,premise,ROOFTOP
-118.31420451301443,33.99988809472533,2006,2006-03-30,ZA-2006-2354-CU,1900 W 48TH    ST,Los Angeles,CA,90062,2006-08-02,WITHDRAWN,RECORDS CENTER,PIPER TECH 765666,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING CHURCH.,premise,ROOFTOP
-118.3081588511523,33.999158248248314,2006,2006-08-31,ZA-2006-7641-CU,1648 W 49TH    ST,Los Angeles,CA,90062,2006-12-15,APPROVED,RECORDS CENTER,PIPER TECH 772924,WIRELESS CELLULAR ANTENNA MOUNTED ON BUILDING.,street_address,RANGE_INTERPOLATED
-118.32384343601302,33.99344586586494,2002,2003-02-19,ZA-2002-2455-CU,2801 W 54TH    ST,Los Angeles,CA,90043,2002-11-22,APPROVED,RECORDS CENTER,PIPER TECH 725561,REQUEST FOR AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY,premise,ROOFTOP
-118.3278858547916,33.9933415945597,2003,2003-02-12,ZA-2003-9944-CU,3125 W 54TH    ST,Los Angeles,CA,90043,2003-05-09,APPROVED,RECORDS CENTER,PIPER TECH 731079,"CINGULAR WIRELESS PROPOSES TO CONSTRUCT, OPERATE AND MAINTAIN A WIRELESS TELECOMMUNICATIONS FACILITY.",premise,ROOFTOP
-118.286850812613,33.99167323627394,2006,2006-09-27,ZA-2006-8508-CU,739 W 56TH    ST,Los Angeles,CA,90037,2007-01-08,APPROVED,RECORDS CENTER,PIPER TECH 772946,"CONDITIONAL USE FOR PROPOSED WIRELESS TELECOMMUNICATIONS FACILITY, CHURCH STEEPLE BUILDING.",premise,ROOFTOP
-118.25389162483869,34.05079057463446,2000,2002-04-08,ZA-2000-5203-CU,601 W 5TH    ST,Los Angeles,CA,90071,2001-03-01,APPROVED,06/07/2005 -  RECORDS CENTER,PIPER TECH 649414,TO PERMIT A WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.26266816516454,34.05460870421328,2005,2005-02-25,ZA-2005-1195-CU,1125 W 6TH    ST,Los Angeles,CA,90017,2005-06-24,WITHDRAWN,RECORDS CENTER,PIPER TECH 763772,"REQUEST TO INSTALL, OPERATE AND MAINTAIN A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF A BUILDING.",premise,ROOFTOP
-118.25471807490003,34.048654431028375,2005,2005-06-01,ZA-2005-3545-CU,523 W 6TH    ST,Los Angeles,CA,90013,2005-08-19,APPROVED,RECORDS CENTER,PIPER TECH 764295,WIRELESS ANTENNA FACILITY.,street_address,ROOFTOP
-118.28042785833154,34.057861049328594,2003,2003-12-24,ZA-2003-9266-CU,2412 W 7TH    ST,Los Angeles,CA,90057,2004-03-19,APPROVED,RECORDS CENTER,PIPER TECH 730924,"A CONDITIONAL USE TO ALLOW AN UNMANNED WIRELESS TELECOMMUNICATION FACILITY LOCATED ON THE ROOFTOP OF AN EXISTING COMMERCIAL BUSINESS, IN THE C2-2 ZONE.",street_address,ROOFTOP
-118.25365806286482,34.04539428931087,2000,2001-01-30,ZA-2000-2972-CU,301 W 7TH    ST,Los Angeles,CA,90731,2001-01-11,APPROVED,RECORDS CENTER,PIPER TECH 648835,REQUEST TO INSTALL A WIRELESS ANTENNA FACILITY ON THE ROOF WITH EQUIPMENT ON THE GROUND.,street_address,RANGE_INTERPOLATED
-118.39664290663812,33.967567762962226,2006,2006-07-14,ZA-2006-6141-CU,6323 W 80TH    ST,Los Angeles,CA,90045,2007-01-04,APPROVED,RECORDS CENTER,PIPER TECH 772886,WIRELESS CELLULAR ANTENNA ON ROOF TOP.,premise,ROOFTOP
-118.4137108970364,33.96590634912963,2003,2008-08-25,ZA-2003-5263-CU-PA1,7001 W 80TH    ST,Los Angeles,CA,90045,2009-02-11,APPROVED,RECORDS CENTER,PIPER TECH 730834,PLAN APPROVAL TO ALLOW THE CO-LOCATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING UNIVERSITY CAMPUS BUILDING,street_address,RANGE_INTERPOLATED
-118.26823771992608,34.05009838068421,1999,2000-05-31,ZA-1999-3078-CU,1209 W 8TH    ST,Los Angeles,CA,94588,2000-05-10,APPROVED,RECORDS CENTER,PIPER TECH 629892,THE INSTALLATION OF A ROOFTOP WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.29323783428308,34.05803966420964,2002,2003-01-30,ZA-2002-2155-CU,3049 W 8TH    ST,Los Angeles,CA,90005,2002-07-31,APPROVED,RECORDS CENTER,PIPER TECH 722542,REQUEST FOR ROOFTOP WIRELESS TELECOMMUNICATIONS INSTALLATION OF WIRELESS COMMUNICATIONS ANTENNAS WITH NECESSARY CABINETS.,street_address,ROOFTOP
-118.29323783428308,34.05803966420964,2002,2010-04-07,ZA-2002-2155-CU-PA1,3049 W 8TH    ST,Los Angeles,CA,90005,2010-07-28,APPROVED WITH CONDITIONS,RECORDS CENTER,PIPER TECH 722542,COLLOCATION OF A WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 12 ANTENNAS ON THE ROOF OF AN EXISTING 5-STORY RESIDENTIAL/COMMERCIAL BUILDING WITH ASSOCIATED EQUIPMENT CABINETS IN THE BASEMENT.,street_address,ROOFTOP
-118.3105304035024,34.05826293228182,2002,2003-02-03,ZA-2002-4272-CU,3835 W 8TH    ST,Los Angeles,CA,90005,2003-01-15,APPROVED,RECORDS CENTER,PIPER TECH 725612,CINGULAR WIRELESS REQUEST APPROVAL FOR THE CONSTRUCTION AND MAINTENANCE OF AN UNSTAFFED WIRELESS TELECOMMUNICATIONS FACILITY LOCATED ATOP THE ARWYN MANOR APARTMENT BUILDING.,premise,ROOFTOP
-118.3105304035024,34.05826293228182,2006,2006-03-21,ZA-2006-2130-CU,3835 W 8TH    ST,Los Angeles,CA,90005,2006-08-25,APPROVED,RECORDS CENTER,PIPER TECH 765659,ROOFTOP WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.27375337577058,34.05110317650146,2006,2006-04-28,ZA-2006-3603-CU,1648 W 9TH    ST,Los Angeles,CA,90732,2007-02-22,APPROVED,RECORDS CENTER,PIPER TECH 765685,INSTALLATION OF WIRELESS FACILITY ON EXISTING CHURCH STEEPLE AND ROOFTOP.,street_address,RANGE_INTERPOLATED
-118.31291093900536,34.0556729864883,2008,2008-07-30,ZA-2008-3166-CU,3748 W 9TH    ST,Los Angeles,CA,90019,2009-05-20,APPROVED,RECORDS CENTER,PIPER TECH 795915,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING 4-STORY APARTMENT BUILDING WITH 7 EQUIPMENT CABINETS TO BE LOCATED IN THE BASEMENT.,premise,ROOFTOP
-118.36217454918643,34.04402469467179,2006,2006-04-28,ZA-2006-3646-CU,5570 W AIRDROME    ST,Los Angeles,CA,90019,2006-10-26,APPROVED,RECORDS CENTER,PIPER TECH 765686,INSTALLATION OF A WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF OF AN EXISTING PUBLIC STORAGE BUILDING.,premise,ROOFTOP
-118.36217454918643,34.04402469467179,2006,2007-04-18,ZA-2006-3646-CU-PA1,5570 W AIRDROME    ST,Los Angeles,CA,90019,2007-12-31,APPROVED,RECORDS CENTER,PIPER TECH 765686,PLAN APPROVAL TO INSTALL A CO-LOCATION ROOFTOP WIRELESS TELECOMMUNICATION FACILITY CONSISTING OF TWELVE (12)ANTENNA AND SIX (6) ASSOCIATED EQUIPMENT CABINET.,premise,ROOFTOP
-118.36217454918643,34.04402469467179,2006,2009-10-27,ZA-2006-3646-CU-PA2,5570 W AIRDROME    ST,Los Angeles,CA,90019,2010-04-21,APPROVED WITH CONDITIONS,RECORDS CENTER,PIPER TECH 765686,CO-LOCATE WIRELESS CELLULAR ANTENNA,premise,ROOFTOP
-118.36217454918643,34.04402469467179,2006,2014-10-02,ZA-2006-3646-CU-PA3,5570 W AIRDROME    ST,Los Angeles,CA,90019,2015-10-28,APPROVED,RECORDS CENTER,Piper Tech 765686,PLAN APPROVAL OF A WIRELESS FACILITY,premise,ROOFTOP
-118.39602306909207,34.177619546964145,2005,2005-02-24,ZA-2005-1120-CU,12047 W CALIFA    ST,Los Angeles,CA,91607,2005-08-08,APPROVED,RECORDS CENTER,PIPER TECH 763768,"PROPOSED WIRELESS COMMUNICATION FACILITY WITH ANTENNAS ON ROOFTOP OF AN EXISTING APARTMENT BUILDING, WITH HEIGHT TO EXCEED THE LIMIT OF 45 FEET BY 5 FEET.",street_address,ROOFTOP
-118.65692976021174,34.182613543873266,2006,2006-03-30,ZA-2006-2349-CU,24410 W CALVERT    ST,Los Angeles,CA,91367,2006-09-21,APPROVED,RECORDS CENTER,PIPER TECH 765666,ROOF MOUNTED CELLULAR WIRELESS ANTENNA,premise,ROOFTOP
-118.37792201611705,34.157320961588795,2002,2002-02-14,ZA-2002-717-CU,11336 W CAMARILLO    ST,Los Angeles,CA,91602,2002-09-16,PARTIALLY APPROVED,RECORDS CENTER,PIPER TECH 722496,TO PERMIT A ROOF-MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY IN THE C2-1VL ZONE.,premise,ROOFTOP
-118.36657629407865,34.21894488592518,2006,2006-05-17,ZA-2006-4255-CU,10848 W CANTARA    ST,Los Angeles,CA,91352,2006-11-09,APPROVED,RECORDS CENTER,PIPER TECH 765695,WIRELESS CELLULAR ANTENNA ON MONOPOLE.,premise,ROOFTOP
-118.43584538563705,34.227152560053725,2006,2006-03-02,ZA-2006-1564-CU,13862 W CHASE    ST,Los Angeles,CA,91402,2007-02-23,APPROVED,RECORDS CENTER,PIPER TECH 765651,WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 50-FOOT MONOPALM AND 12 ANTENNAS,street_address,RANGE_INTERPOLATED
-118.47896451927484,34.26463771572005,2006,2009-07-23,ZA-2006-10505-CU-PA1,15930 W CHATSWORTH    ST,Los Angeles,CA,91344,2010-02-08,APPROVED,RECORDS CENTER,PIPER TECH 773099,"TO PERMIT COLLOCATION TO AN EXISTING WIRELESS TELECOMMUNICATIONS FACILITY (CLEAR WIRE), WITH THE NEW FACILITY TO CONSIST OF THREE PANELS ( 3 SECTORS OF 3 ANTENNAE), 1 CABINET WITHIN AN EXISTING EQUIPMENT ENCLOSURE  WITHIN STEALTH SCREENING ON THE GROUND",street_address,RANGE_INTERPOLATED
-118.51656799706807,34.26469710842054,2001,2001-12-28,ENV-2001-5994-CU,17534 W CHATSWORTH    ST,Los Angeles,CA,91344, , ,ALTA SHIGETA,EIR SECTION,TO PERMIT THE LOCATION OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY IN THE C2-1L ZONE.,premise,ROOFTOP
-118.51656799706807,34.26469710842054,2001,2002-06-21,ZA-2001-5995-CU,17534 W CHATSWORTH    ST,Los Angeles,CA,91344,2002-05-29,APPROVED,RECORDS CENTER,PIPER TECH 714858,TO PERMIT THE LOCATION OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY IN THE C2-1L ZONE.,premise,ROOFTOP
-118.52686269022406,34.26428135863629,2004,2004-08-05,ZA-2004-4980-CU,18100 W CHATSWORTH    ST,Los Angeles,CA,91344,2004-11-24,WITHDRAWN,RECORDS CENTER,PIPER TECH 744347,INSTALLATION OF A WIRELESS TELECOMMUNICATION FACILITY ON A 48' HIGH.,premise,ROOFTOP
-118.52825507891447,34.26491983067381,2006,2006-07-27,ZA-2006-6572-CU,18175 W CHATSWORTH    ST,Los Angeles,CA,91326,2006-12-14,APPROVED,RECORDS CENTER,PIPER TECH 772898,WIRELESS CELLULAR MONOPALM.,street_address,ROOFTOP
-118.54563747966215,34.264786197392596,2006,2006-11-17,ZA-2006-9663-CU,18901 W CHATSWORTH    ST,Los Angeles,CA,91326,2007-04-13,PARTIALLY APPROVED,RECORDS CENTER,PIPER TECH 773071,WIRELESS CELLULAR ANTENNA ON MONOLITHIC STRUCTURE.,premise,ROOFTOP
-118.54563747966215,34.264786197392596,2006,2007-05-15,ZA-2006-9663-CU-PA1,18901 W CHATSWORTH    ST,Los Angeles,CA,91326,2007-06-25,APPROVED,RECORDS CENTER,PIPER TECH 773071,"REVISED PLANS DECREASE THE TOWER HEIGHT TO 33 FEET, FOR A PROPOSED WIRELESS TELECOMMUNICATIONS TOWER IN FRONT OF AN EXISTING CHURCH IN THE RS-1 ZONE.",premise,ROOFTOP
-118.26542599308677,34.073391694848006,2000,2001-09-12,ZA-2000-4816-CU,1946 W CLINTON    ST,Los Angeles,CA,90026,2001-05-09,APPROVED,RECORDS CENTER,PIPER TECH 648915,REQUEST TO INSTALL A WIRELESS TELECOMMUNICATIONS FACILITY.,premise,ROOFTOP
-118.3614918295705,34.08163584475125,2007,2007-06-05,ZA-2007-2697-CU,7900 W CLINTON    ST,Los Angeles,CA,90048,2007-08-29,WITHDRAWN,RECORDS CENTER,PIPER TECH 787353,INSTALLATION OF A ROOF-MOUNTED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 12 ANTENNAS AND 6 ASSOCIATED EQUIPMENT CABINETS,street_address,RANGE_INTERPOLATED
-118.57861463374218,34.235225754169186,2001,2001-11-20,ZA-2001-1266-CU,20426 W CORISCO    ST,Los Angeles,CA,91311,2001-10-05,APPROVED,RECORDS CENTER,PIPER TECH 711880,"CONDITIONAL USE PERMIT TO INSTALL, OPERATE AND MAINTAIN A WIRELESS TELECOMMUNICATIONS FACILITY IN THE MR ZONE.",street_address,ROOFTOP
-118.57861463374218,34.235225754169186,2001,2009-08-06,ZA-2001-1266-CU-PA1,20426 W CORISCO    ST,Los Angeles,CA,91311,2009-10-16,TERMINATED,RECORDS CENTER,PIPER TECH 711880,PLAN APPROVAL TO CO-LOCATE ANTENNAS ON AN EXISTING SPIRNT WIRELESS FACILITY.  INSTALL THREE (3) PANEL ANTENNAS; THREE (3) DAP HEADS AT 43' AGL; THREE (3) PARABOLIC ANTENNAS AT 38.5' AGL; ONE (1) GPS ANTENNA ON AN EXISTING 45' MONOPOLE STRUCTURE. INSTALL,street_address,ROOFTOP
-118.45778224487532,34.257614233176525,2002,2002-04-30,ENV-2002-2446-CU,14941 W DEVONSHIRE    ST,Los Angeles,CA,91345, , ,JOEY VASQUEZ,EIR SECTION,REQUEST FOR A WIRELESS TELECOMMUNICATIONS FACILITY TRANSMISSION TOWER SCREENED AS PINE TREE.,premise,ROOFTOP
-118.45778224487532,34.257614233176525,2002,2002-04-30,ZA-2002-2445-CU,14941 W DEVONSHIRE    ST,Los Angeles,CA,91345,2002-09-12,APPROVED,RECORDS CENTER,PIPER TECH 725560,REQUEST FOR A WIRELESS TELECOMMUNICATIONS FACILITY TRANSMISSION TOWER SCREENED AS PINE TREE.,premise,ROOFTOP
-118.53994216076089,34.258534892192294,2002,2002-12-12,ZA-2002-7157-CU,18679 W DEVONSHIRE    ST,Los Angeles,CA,91326,2003-10-14,TERMINATED,RECORDS CENTER,PIPER TECH 726209,WIRELESS TELECOMMUNICATIONS FACILITY ON EXISTING POLE SIGN.,street_address,ROOFTOP
-118.53994216076089,34.258534892192294,2005,2005-09-28,ZA-2005-6856-CU,18679 W DEVONSHIRE    ST,Los Angeles,CA,91326,2006-05-09,APPROVED,RECORDS CENTER,PIPER TECH 764434,WIRELESS TELECOMMUNICATIONS FACILITY,street_address,ROOFTOP
-118.59050832810391,34.25691630753109,2008,2008-05-08,ZA-2008-1858-CU,20946 W DEVONSHIRE    ST,Los Angeles,CA,91311,2008-09-17,APPROVED,RECORDS CENTER,PIPER TECH 794231,INSTALL WIRELESS ANTENNA 45' MONOPALM.,premise,ROOFTOP
-118.59997657119857,34.257888947002,2000,2001-02-21,ZA-2000-3475-CU,21601 W DEVONSHIRE    ST,Los Angeles,CA,91311,2001-01-31,APPROVED,RECORDS CENTER,PIPER TECH 648862,REQUEST FOR AN UNMANNED WIRELESS TELECOMMUNICATION FACILITY.,premise,ROOFTOP
-118.25920965132067,34.09173160291233,2006,2006-06-23,ZA-2006-5495-CU,2210 W FARGO    ST,Los Angeles,CA,90039,2006-12-21,APPROVED,RECORDS CENTER,PIPER TECH 765721,WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF SIX (6) ANTENNAS MOUNTED AT THE HEIGHT OF 59 FEET AND 6 INCHES IN A CHURCH'S 75-FOOT STEEPLE AND ASSOCIATED EQUIPMENT ON THE GROUND,premise,ROOFTOP
-118.25920965132067,34.09173160291233,2007,2007-09-21,ZA-2007-4519-CU,2210 W FARGO    ST,Los Angeles,CA,90039,2008-03-14,APPROVED,RECORDS CENTER,PIPER TECH 788457,"PROPOSED WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF 6 ANTENNAS WITHIN AN EXISTING CHURCH BELLTOWER, AND 4 GROUND-LEVEL EQUIPMENT CABINETS.",premise,ROOFTOP
-118.32246901362834,34.264244238019906,2008,2008-07-24,ZA-2008-3079-CU,7417 W HILLROSE    ST,Los Angeles,CA,91042,2009-05-08,DENIED,RECORDS CENTER,PIPER TECH 795912,CONSTRUCTION OF A WIRELESS TELECOMMUNICATIONS FACILITY CONSISTING OF A 60-FOOT TALL MONOPINE AND 12 PANEL ANTENAS AND 6 OUTDOOR EQUIPMENT CABINETS ON A CHAIN LINK ENCLOSED LEASED AREA.,street_address,RANGE_INTERPOLATED
-118.4242481353191,34.31214588840081,2001,2001-02-07,ENV-2001-575-CU,13370 W HUBBARD    ST,Los Angeles,CA,91342, , , , ,"REQUEST TO INSTALL AN UNMANNED WIRELESS TELECOMMUNICATION FACILITY ON A 60-FOOT HIGH MONOPALM STRUCTURE WITH ACCOMPANYING RADIO TRANSMISSION AND RECEPTION EQUIPMENT LOCATED AN ADJACENT, FENCED, CONCRETE PAD.",premise,ROOFTOP
-118.4242481353191,34.31214588840081,2001,2001-09-13,ZA-2001-574-CU,13370 W HUBBARD    ST,Los Angeles,CA,91342,2001-08-20,APPROVED,RECORDS CENTER,PIPER TECH 711856,"REQUEST TO INSTALL AN UNMANNED WIRELESS TELECOMMUNICATION FACILITY ON A 60-FOOT HIGH MONOPALM STRUCTURE WITH ACCOMPANYING RADIO TRANSMISSION AND RECEPTION EQUIPMENT LOCATED AN ADJACENT, FENCED, CONCRETE PAD.",premise,ROOFTOP
-118.42838936877891,34.309163038045206,2003,2003-05-19,ZA-2003-3502-CU,13535 W HUBBARD    ST,Los Angeles,CA,91342,2003-07-30,APPROVED,RECORDS CENTER,PIPER TECH 729003,WIRELESS MONOPOLE ON EXISTING SCE POWER TOWER.,street_address,RANGE_INTERPOLATED
-118.42937751559144,34.30830971558894,2006,2006-09-20,ZA-2006-8227-CU,13570 W HUBBARD    ST,Los Angeles,CA,91342,2007-01-31,APPROVED,RECORDS CENTER,PIPER TECH 772940,"PROPOSED INSTALLATION OF 6 WIRELESS ANTENNAS WITH A MAXIMUM HEIGHT OF 68', TO BE MOUNTED ON AN EXISTING WIRELESS TOWER IN THE PF-1VL ZONE.",street_address,RANGE_INTERPOLATED
-118.38180273814442,34.27935839796328,2006,2006-08-18,ZA-2006-7313-CU,11476 W KAGEL CANYON   ST,Los Angeles,CA,91342,2007-01-29,APPROVED,RECORDS CENTER,PIPER TECH 772916,PROPOSED ADDITION OF 6 PANEL ANTENNAS AT 20' HEIGHT TO AN EXISTING 30' TALL WIRELESS MONOPINE.,premise,ROOFTOP
-118.554414019988,34.217615241728,2001,2004-04-22,ZA-2001-4177-CU-PA1,19323 W LANARK    ST,Los Angeles,CA,91335,2004-07-29,APPROVED,RECORDS CENTER,PIPER TECH 714786,A PLAN APPROVAL TO ALLOW THE CO-LOCATION OF AN ADDITIONAL WIRELESS TELECOM FACILITY ON AN EXISTING MONOPOLE.,premise,ROOFTOP
-118.46839134838073,34.24976594854666,2004,2004-03-25,ZA-2004-1805-CU,15418 W LASSEN    ST,Los Angeles,CA,91343,2004-06-24,APPROVED,RECORDS CENTER,PIPER TECH 740178,"INSTALLATION, OPERATION AND MAINTENANCE OF AN UNMANNED WIRELESS TELECOMMUNICATION FACILITY TO BE DISGUISED AS A 45-FOOT LIGHT STANDARD IN THE PRIVATE GATED PARKING AND STORAGE AREA OF THE SUBJECT PROPERTY.  THE RELATED EQUIPMENT IS TO BE LOCATED NEAR THE",street_address,ROOFTOP
-118.46839134838073,34.24976594854666,2007,2007-06-06,ZA-2007-2741-CU,15418 W LASSEN    ST,Los Angeles,CA,91343,2007-11-08,APPROVED,RECORDS CENTER,PIPER TECH 787354,"T-MOBILE UNMANNED WIRELESS FACILITY ON A NEW 60' MONOPALM STRUCTURE (REPLACING (E) 45' SPRINT MONOPOLE WITH 4 OUTDOOR EQUIPMENT CABINETS, TO BE PLACED AT GRADE, ENCLOSED BY A 7' CHAIN LINK FENCE.",street_address,ROOFTOP
-118.52024210658013,34.250114941750155,2006,2006-08-24,ZA-2006-7407-CU,17710 W LASSEN    ST,Los Angeles,CA,91325,2007-03-02,APPROVED,RECORDS CENTER,PIPER TECH 772919,INSTALLATION OF AN UNMANNED WIRELESS TELECOMMUNICATIONS FACILITY ON THE ROOF AND SIDE OF AN EXISTING APARTMENT  BUILDING.,premise,ROOFTOP
-118.53712145076871,34.250025837239995,2003,2003-07-14,ZA-2003-4783-CU,18545 W LASSEN    ST,Los Angeles,CA,91324,2003-10-20,APPROVED,RECORDS CENTER,PIPER TECH 730821,WIRELESS ANTENNA MOUNTED ON DWP POWER TRANSMISSION TOWER.,street_address,RANGE_INTERPOLATED
-118.52857847241673,34.254867045582294,2002,2002-09-04,ZA-2002-2496-CU,18200 W LE MARSH   ST,Los Angeles,CA,91325,2002-08-15,APPROVED,RECORDS CENTER,PIPER TECH 725563,"TO PERMIT A WIRELESS TELECOMMUNICATIONS FACILITY MOUNTED ON AN EXISTING LADWP HIGH VOLTAGE TRANSMISSION TOWER WITH EQUIPMENT ENCLOSURE BENEATH, AND ANTENNAS 42 FEET HIGH.",street_address,RANGE_INTERPOLATED
-118.27999666699519,34.07751387010709,2006,2006-03-30,ZA-2006-2344-CU,3200 W LONDON    ST,Los Angeles,CA,90026,2006-08-29,APPROVED,RECORDS CENTER,PIPER TECH 765666,WIRELESS TELECOMMUNICATIONS MONOPOLE.,street_address,ROOFTOP
-118.31000938063764,34.08473835397532,2002,2003-01-24,ZA-2002-4927-CU,5128 W MARATHON    ST,Los Angeles,CA,90038,2003-01-03,WITHDRAWN,RECORDS CENTER,PIPER TECH 725627,"REQUEST TO BUILD AND MAINTAIN AN UNMANNED WIRELESS FACILITY WITH TWO ROOF-MOUNTED AND FOUR FACADE-MOUNTED PANEL ANTENNAS, ONE 2-FOOT WIDE MICROWAVE DISH, ONE GPS SENSOR, AN LMU SENSOR, AND SUPPORTING EQUIPMENT CABINETS ON THE ROOF.",premise,ROOFTOP
